trade_time,open,high,low,close,vol,amount
2005-04-27,-1.9106220083430496,-1.9206251660307838,-1.9160159075498564,-1.9241350961054158,-0.9230782639440065,-0.958511969433119
2005-04-28,-1.9244738772443566,-1.9123179709035258,-1.927169939783381,-1.9094009945134454,-0.8814213305877215,-0.9420831305302705
2005-04-29,-1.9067892721010908,-1.9117191393529414,-1.910237155727587,-1.9147413020773472,-0.9236587593373174,-0.9573091807082513
2005-05-09,-1.9101589932265715,-1.9156943615610769,-1.9246449896628397,-1.9332843941245337,-0.9603214382299952,-0.9725332705143251
2005-05-10,-1.933592702732775,-1.93481874788932,-1.9382719111896785,-1.9284202103675343,-0.9197676468902618,-0.9536892396756654
2005-05-11,-1.9263130761792564,-1.932104894266458,-1.9314519428228554,-1.9380842368265467,-0.9578319334243656,-0.9701809980174843
2005-05-12,-1.9358949167841528,-1.9456614212839465,-1.9529530644678763,-1.9608738385028601,-0.9176627683482229,-0.9515933571398764
2005-05-13,-1.9596887491587287,-1.949700348976187,-1.9578077366068551,-1.9564729103417653,-0.8995404160909349,-0.9548435689337547
2005-05-16,-1.956524812529461,-1.9647093610312638,-1.9674780352643921,-1.96860763331227,-0.9524994337992887,-0.9694341284897408
2005-05-17,-1.9680101597243238,-1.9631039828318242,-1.968232917259193,-1.9649530613890214,-0.9560523351135628,-0.9743542078295333
2005-05-18,-1.9606662255157385,-1.9597275921742732,-1.9655517846569688,-1.9624437602445377,-0.9633525776669238,-0.9710953359934176
2005-05-19,-1.958839888111852,-1.9632823581873176,-1.9669964726125362,-1.9597156995130984,-0.945248941188188,-0.9707980774230028
2005-05-20,-1.9573222274522848,-1.9603773881121416,-1.957976934295345,-1.9619161635936457,-0.9629011190595579,-0.9767704797357718
2005-05-23,-1.9628912703810366,-1.9733605657726876,-1.9752090681076984,-1.9816431310525893,-0.9749534339020614,-0.9801124870891391
2005-05-24,-1.9825694128313613,-1.9855920187207974,-1.9884845790507502,-1.9821449912814861,-0.9318024709869912,-0.9679226498860695
2005-05-25,-1.979238276298921,-1.9801388292814317,-1.9813782761341754,-1.9819004952725363,-0.9781873502924305,-0.9813002750576675
2005-05-26,-1.9792639993609475,-1.9841522747800302,-1.9872221039904794,-1.9932759937941968,-0.9833681500251702,-0.9831696199794553
2005-05-27,-1.992331314870444,-1.9907776451269235,-1.9923240650587892,-1.9986549059910907,-0.9499397278097443,-0.9717411487452963
2005-05-30,-1.9972701427795454,-1.9962563167599308,-1.9994824288025916,-1.9927998699872946,-0.9781422963091523,-0.9821082099576574
2005-05-31,-1.9885371632215254,-1.9885097298927945,-1.985647263966843,-1.9903163052648056,-0.9641183932965893,-0.9777687378523802
2005-06-01,-1.98824134800822,-1.9915421109361802,-1.999664641697889,-2.0057324220396353,-0.961431726271085,-0.9753833132241726
2005-06-02,-2.0053729073179145,-2.013265681015896,-2.0265670741677786,-2.0284448144499647,-0.9186645389023985,-0.9605562729948612
2005-06-03,-2.027726248219002,-2.0280835766186587,-2.0310703357229705,-2.029654426283716,-0.9497906821550927,-0.971879940030966
2005-06-06,-2.0279191711842013,-2.014832835924873,-2.0310963661365844,-2.0080615682301564,-0.9423515344961865,-0.9707622605186519
2005-06-07,-2.0033150623557887,-1.9963964688249614,-2.0068880814757253,-2.0126812559782064,-0.9045401151446664,-0.9560585387193269
2005-06-08,-1.9886529170006448,-1.9412912250743615,-1.996124505446408,-1.9373893534326896,-0.5787684756210001,-0.8444974844909056
2005-06-09,-1.9314191039915303,-1.9216826770669226,-1.941499682477793,-1.9290893573393968,-0.5707381135319758,-0.8413234926438552
2005-06-10,-1.9266860605786416,-1.9374943782217189,-1.9420072755432625,-1.9444282648482425,-0.7199643244035914,-0.8861394257119963
2005-06-13,-1.9472387871378698,-1.9532678560860526,-1.9609574166541281,-1.9531014390604586,-0.8335714141659086,-0.9322567859789436
2005-06-14,-1.9472645101998962,-1.944017819794044,-1.952588638677283,-1.9600116683660376,-0.8505693224477838,-0.934313006342308
2005-06-15,-1.9597144722207553,-1.9674614379445885,-1.9659943016884038,-1.9720177092265685,-0.9027362543791225,-0.9513964364224536
2005-06-16,-1.9688461592401871,-1.9631167239286453,-1.9667621988900117,-1.9563570964427892,-0.8905049146075956,-0.9442161640017661
2005-06-17,-1.9484091864600783,-1.9536118657002182,-1.949543080284465,-1.950193223375057,-0.8458448133961454,-0.9300306781370236
2005-06-20,-1.9445378656250802,-1.932614538139296,-1.9454432901402874,-1.9268888932588493,-0.7897082988625852,-0.9254895442535467
2005-06-21,-1.9242295081551044,-1.9350608287289182,-1.932467128953795,-1.939757104256203,-0.9063815095533795,-0.9613108151297397
2005-06-22,-1.9394961454678727,-1.941890056624946,-1.9367361167864625,-1.9347899748112243,-0.9266070389182925,-0.9656248595474858
2005-06-23,-1.9323451342244868,-1.9397495523590267,-1.9344975012156733,-1.9422792736116843,-0.9555146137814157,-0.9740645814966017
2005-06-24,-1.941322482871759,-1.9442216773431795,-1.9388315650823755,-1.9371448574237398,-0.9336698292848593,-0.9699487735696483
2005-06-27,-1.928460951858475,-1.9266644459239133,-1.9229790431915552,-1.924199437160402,-0.8568603761929249,-0.9428208867383715
2005-06-28,-1.9244996003063835,-1.935328391762158,-1.927169939783381,-1.932885479583616,-0.9406736139059544,-0.9729386749171394
2005-06-29,-1.9207826178435439,-1.9312512407794544,-1.929720920317536,-1.9375309037536608,-0.8848274321407703,-0.9509737600356754
2005-06-30,-1.935714855349967,-1.9464386281900243,-1.9499335364886727,-1.9546456243801411,-0.9173360248833907,-0.9654024795846495
2005-07-01,-1.9546470290015214,-1.9651935227104598,-1.9618424507169985,-1.9683760055143176,-0.9518198128370279,-0.9710692781586509
2005-07-04,-1.970016558562396,-1.976112642686012,-1.9728012548484193,-1.9696113537700632,-0.9630475445052122,-0.9795410161553602
2005-07-05,-1.970749665830153,-1.9782658880487523,-1.9755084178642575,-1.9771778618365075,-0.9339606384548713,-0.9554177584980508
2005-07-06,-1.9727817877302523,-1.9806866964447325,-1.9804151508304637,-1.9854649897188033,-0.9662599547645905,-0.9739296656035075
2005-07-07,-1.9834182738782382,-1.9868916105965342,-1.9814823977886304,-1.9844612692610097,-0.9803042069327428,-0.983522577413714
2005-07-08,-1.9833411046921587,-1.9936189097179948,-1.9896559476633724,-1.9947429698478953,-0.9740810744494018,-0.9797475887442579
2005-07-11,-1.982325043742109,-1.979603703214952,-1.9893826283204272,-1.9955922717737204,-0.9512783823778584,-0.9730929038584121
2005-07-12,-1.9959068204921373,-1.9651807816136388,-1.9942373004594058,-1.9619290318046434,-0.8162990985417707,-0.9238776495718711
2005-07-13,-1.9602417949923001,-1.9679201174301428,-1.9630138193296205,-1.96773259496445,-0.9285790694612995,-0.9629604758086087
2005-07-14,-1.9669555141812343,-1.9613329703737126,-1.9640159902537526,-1.961182675566797,-0.9207339595512531,-0.9596401585192705
2005-07-15,-1.9589813649529983,-1.963218652703213,-1.96419820314905,-1.9677711995974418,-0.9498852478798134,-0.9718890391812838
2005-07-18,-1.9668268988711015,-1.9721883848651602,-1.966540940374294,-1.9698301133570184,-0.9635369110713183,-0.9779113794817029
2005-07-19,-1.9687304054610677,-1.9704173724070486,-1.9660073168952108,-1.9690966253301694,-0.9560878950928119,-0.9744830806818365
2005-07-20,-1.965772253328012,-1.9659325063260749,-1.9641201119082081,-1.961298489465773,-0.9307883820476595,-0.96711768086309
2005-07-21,-1.9582353961542276,-1.9637410376728717,-1.9566363679942331,-1.9568846930936807,-0.9418785697578297,-0.9663464492609337
2005-07-22,-1.9483706018670388,-1.9415460470107804,-1.9493608673891685,-1.9417774133827874,-0.7222835496530848,-0.8971197323878625
2005-07-25,-1.940422175700829,-1.9472413172897443,-1.9391699604593555,-1.9470147752587101,-0.9251411510847121,-0.960016379799529
2005-07-26,-1.943894789074416,-1.9282443419297108,-1.9385972913598513,-1.926296955552971,-0.7238179712648545,-0.9021451321073971
2005-07-27,-1.9226989859645236,-1.9186885193139998,-1.9179681885708932,-1.9111896758420777,-0.7955844067828811,-0.9243469547392648
2005-07-28,-1.9079468098922865,-1.9127639092922593,-1.9083239203269704,-1.9145868835453792,-0.8224300473085704,-0.9288115834800676
2005-07-29,-1.9128470532083477,-1.9190580111218072,-1.9110310833428086,-1.9161568052870561,-0.8717488801172204,-0.953492763447377
2005-08-01,-1.9135158528210385,-1.9138723847156816,-1.909599410594048,-1.9143938603804187,-0.9196472533911392,-0.9653063198026287
2005-08-02,-1.9108277928392623,-1.912585533936766,-1.908375981154198,-1.9049357252973638,-0.9067494617597146,-0.9593050517084836
2005-08-03,-1.9004356757805287,-1.9029150414496665,-1.8963629452714172,-1.904433865068467,-0.7999159865709894,-0.9278372606192724
2005-08-04,-1.9034195509756102,-1.911311424254671,-1.90212868188688,-1.9077795999277791,-0.906257338869858,-0.9631811954461521
2005-08-05,-1.900680044869781,-1.8933209955434924,-1.8952826831064433,-1.885659145223328,-0.8302731835546967,-0.9235391793675436
2005-08-08,-1.8802044874966326,-1.8852558812558324,-1.877738184330724,-1.8851572849944311,-0.8420119240347311,-0.9307128269121975
2005-08-09,-1.8830597473815816,-1.8901739446287185,-1.8840505596320771,-1.882725193115931,-0.8760440492088726,-0.9432124451260724
2005-08-10,-1.8794971032909018,-1.8811022836922033,-1.8757598728960732,-1.8730096938129295,-0.825190930903206,-0.9326242929599649
2005-08-11,-1.8693364937904071,-1.867533015577894,-1.8642674452855688,-1.8600385371275967,-0.7385524953746981,-0.8978150443717817
2005-08-12,-1.8546872099662768,-1.8648573852454948,-1.8693694063538788,-1.8727909342259743,-0.7203135608313744,-0.8951066250737078
2005-08-15,-1.857015147079681,-1.8586397299968722,-1.858085222052285,-1.8506833477325204,-0.7254719356585398,-0.8802291845090934
2005-08-16,-1.8468288145171599,-1.8548556242410505,-1.8607012786204744,-1.8651986897375354,-0.7818058846414809,-0.9018140651755432
2005-08-17,-1.8620697287679018,-1.8660805305403059,-1.8692913151130375,-1.85797962336802,-0.820137160263803,-0.9206597752554269
2005-08-18,-1.8447323849619948,-1.854244051593645,-1.8768921958882747,-1.8831369758678467,-0.5372195152926168,-0.8321541493474341
2005-08-19,-1.881503502128974,-1.8829624838280619,-1.8805234385874037,-1.878774652339744,-0.78059235356016,-0.9163869264459227
2005-08-22,-1.8734650452456714,-1.8778787861965036,-1.8734691964980568,-1.8718258184011727,-0.7824275207189184,-0.9123806771716895
2005-08-23,-1.8685262173365704,-1.8795606109768686,-1.8780245188804765,-1.8782985285328415,-0.8435863293552257,-0.9351942118547433
2005-08-24,-1.8749698443742258,-1.8705271733308166,-1.8688487980816022,-1.8687760523947998,-0.8107083211726743,-0.924218794770835
2005-08-25,-1.8655037575484488,-1.8728205707585872,-1.871126459272812,-1.871182407851305,-0.8290076226090007,-0.9314241289674022
2005-08-26,-1.8678059715998265,-1.8775857409696217,-1.8692652846994238,-1.8729582209689397,-0.8603663859747539,-0.9431307324863076
2005-08-29,-1.8703396932094436,-1.8807837562716796,-1.8814735486843084,-1.886971702745058,-0.8667732053174122,-0.944380724801116
2005-08-30,-1.8855291613361322,-1.8908874460506915,-1.8828401453990342,-1.8898670502194626,-0.9229334378467011,-0.963841363885872
2005-08-31,-1.8860822071697034,-1.8871288224885119,-1.8839594531844288,-1.8799713959624975,-0.9297900143623116,-0.9621749503419834
2005-09-01,-1.876204551351501,-1.8725275255317053,-1.8735212573252844,-1.865623340700448,-0.8376168467142987,-0.9316837460567964
2005-09-02,-1.860757852604547,-1.8691001704868706,-1.8591004081832245,-1.8636158997848609,-0.8752623762104702,-0.9442308091151025
2005-09-05,-1.8600761914608428,-1.8680936238380155,-1.8621069209556214,-1.863770318316829,-0.867424786640533,-0.9461262747759398
2005-09-06,-1.8603591451431352,-1.8711514870750432,-1.872805420950904,-1.881258217062233,-0.8547152076839665,-0.935271418085269
2005-09-07,-1.8790340881744236,-1.876821275160365,-1.8756167056211972,-1.8692007033577127,-0.8613829930370182,-0.9370062897937468
2005-09-08,-1.8640889891369874,-1.8703615390721442,-1.8637338218064856,-1.8666270611582418,-0.8210956122978025,-0.9181076805018166
2005-09-09,-1.8636388355515225,-1.868514080033107,-1.865269616209701,-1.871105198585321,-0.8768617585881598,-0.9461244271476819
2005-09-12,-1.8669313874909232,-1.8762479258034224,-1.867833611950663,-1.8732413216108814,-0.9309668965463587,-0.9639098659213226
2005-09-13,-1.8706612314847757,-1.8707692541704148,-1.8670136539218276,-1.8630239620789826,-0.8870408962271,-0.9526121098806634
2005-09-14,-1.8582498540569563,-1.865787485313424,-1.85587263689511,-1.857760863781065,-0.8343200112793061,-0.9308078617485211
2005-09-15,-1.854069856477639,-1.864844644148674,-1.8520982269211048,-1.8584042743309328,-0.8927091909480906,-0.9509347135121887
2005-09-16,-1.8552016712068082,-1.8648828674391367,-1.8552609221751846,-1.8621231873091681,-0.9182763736552271,-0.9586930796983584
2005-09-19,-1.8584427770221557,-1.867940730676164,-1.8557945456542682,-1.860900707264419,-0.9112498238416749,-0.9515788593828183
2005-09-20,-1.8569251163625882,-1.8672654525446541,-1.8611698260655232,-1.8664340379932816,-0.8658811432542405,-0.9429620554863549
2005-09-21,-1.8636259740205092,-1.8750247805086113,-1.8793650851815882,-1.8872033305430103,-0.8327928037494512,-0.9344212471773279
2005-09-22,-1.8869310682165803,-1.8975255574944054,-1.9056167573111324,-1.905463321948255,-0.8466248189888221,-0.9351710672378546
2005-09-23,-1.9033938279135838,-1.9085720884381674,-1.9035733698424473,-1.9103275057052551,-0.9382286186245905,-0.9662189460865295
2005-09-26,-1.906969333535277,-1.9139233491029652,-1.9049659969707868,-1.9095940176784056,-0.9523398732799595,-0.9694065110893242
2005-09-27,-1.9064548722947454,-1.9140635011679958,-1.9170831545080231,-1.9243795921143652,-0.9275432361901591,-0.9610719480413434
2005-09-28,-1.92186298644866,-1.9249061745626221,-1.917564717159879,-1.9234016080785663,-0.9581463585040415,-0.9716267557680341
2005-09-29,-1.9187504959434452,-1.9187267426044625,-1.9131525620523353,-1.911498512906014,-0.906565842957774,-0.9575597057672373
2005-09-30,-1.9076381331479677,-1.9158854780133912,-1.9059421374813055,-1.9096969633663845,-0.9688018637501662,-0.976357837204787
2005-10-10,-1.9076767177410077,-1.9173252219541586,-1.9093911672851376,-1.9172892078548234,-0.9872097847594715,-0.9831745337979039
2005-10-11,-1.9147376982673006,-1.9140507600711747,-1.9110831441700362,-1.9065828563050249,-0.9884889912091664,-0.9824717168889422
2005-10-12,-1.9034581355686504,-1.912024925676644,-1.9032870352926952,-1.9075479721298263,-0.9288213537218292,-0.956986644696844
2005-10-13,-1.9047314271389655,-1.91250908735584,-1.908375981154198,-1.9165042469839846,-0.9400956366355758,-0.9606323991139714
2005-10-14,-1.9132843452627994,-1.9211730331940846,-1.9246580048696469,-1.930491992338108,-0.9547461098853763,-0.968233093471421
2005-10-17,-1.9288982439129265,-1.9384244782896483,-1.9371526034042836,-1.941005320722946,-0.9303723473047895,-0.9641828421462119
2005-10-18,-1.9375026081608133,-1.942858379983338,-1.9352914288308953,-1.9382643917805098,-0.9076043985239766,-0.9577328868736199
2005-10-19,-1.935611963101861,-1.9377874234486008,-1.9346276532837423,-1.9405420651270417,-0.9345006737378214,-0.9670523257571336
2005-10-20,-1.9387244536070758,-1.9425016292723516,-1.9388185498755688,-1.9353947807281002,-0.9454012876256025,-0.9692055565319677
2005-10-21,-1.9324223034105663,-1.9376472713835702,-1.930514847932758,-1.9349057887102006,-0.922408885616917,-0.9628200394948774
2005-10-24,-1.9310589811231582,-1.9418263511408413,-1.9354215808989643,-1.9386504381104304,-0.8919877146992496,-0.956307403500016
2005-10-25,-1.9356376861638873,-1.9459162432203656,-1.939651523111211,-1.946525783240811,-0.9188051454423575,-0.9612081502412516
2005-10-26,-1.945798295664382,-1.9564276480976477,-1.9615040553400187,-1.9669862387266033,-0.878978342998966,-0.953148081603742
2005-10-27,-1.9658880071071319,-1.9683915380125176,-1.9653044957276375,-1.964245309784167,-0.8804162252220948,-0.9513098450233325
2005-10-28,-1.9611163791012034,-1.9652954514850276,-1.9677123089869164,-1.965918177213823,-0.8917947380080329,-0.9577740994239566
2005-10-31,-1.9637144083658866,-1.9581222139748338,-1.960553945243114,-1.9539764774082786,-0.8979894225079746,-0.9605495516593279
2005-11-01,-1.9520361382058247,-1.961001701856368,-1.9592654397692295,-1.9567946156166993,-0.9470016908639405,-0.9717591236734582
2005-11-02,-1.9524734302602766,-1.9500825818808156,-1.9472784343000626,-1.9492152393392577,-0.9065385519497761,-0.9626563813731596
2005-11-03,-1.9458754648504617,-1.9513312093692685,-1.9530051252951042,-1.9584288784133632,-0.8948337040432652,-0.9560967770273469
2005-11-04,-1.9555473361724514,-1.959969673013871,-1.9529790948814905,-1.9543882601601938,-0.9499403743548216,-0.9714396413982744
2005-11-07,-1.9518046306475856,-1.9620209896020437,-1.9586276946356906,-1.960462055750945,-0.9703204960505754,-0.9784919067053545
2005-11-08,-1.9584025960574,-1.9608233265008745,-1.9583934209131666,-1.955160352820035,-0.9431014927571151,-0.9738669790537213
2005-11-09,-1.9517403229925192,-1.955637700094749,-1.9507014336902806,-1.9579270181844661,-0.9040869891315748,-0.9598907978727769
2005-11-10,-1.9546856135945612,-1.9647858076121896,-1.9640420206673668,-1.9705636013838677,-0.9307395168512942,-0.9689305770512282
2005-11-11,-1.9688847438332269,-1.9750296494562316,-1.9704975632435955,-1.9704349192738941,-0.9569194881769161,-0.9777204478535461
2005-11-14,-1.9677400675730448,-1.9769790372698366,-1.9693392098377804,-1.974424064683074,-0.9985351107056333,-0.9902219390970722
2005-11-15,-1.9711998194156184,-1.9749914261657688,-1.9739465930474278,-1.9797257676139834,-0.9662961272602285,-0.9771505095801486
2005-11-16,-1.9767302777513303,-1.980572026573344,-1.9796862992492767,-1.973407476014283,-0.9579570569111587,-0.9760983971027135
2005-11-17,-1.970646773582047,-1.9782786291455734,-1.9711613387907485,-1.973844995188193,-0.9641918952632669,-0.9810292303960746
